Type,Word,Prior Polarity
strongsubj,opinions,neutral
strongsubj,opponent,negative
strongsubj,opportune,positive
strongsubj,opportunity,positive
weaksubj,opportunistic,negative
strongsubj,oppose,negative
strongsubj,opposition,negative
strongsubj,opposition,negative
strongsubj,oppositions,negative
strongsubj,oppositions,negative
strongsubj,oppress,negative
strongsubj,oppression,negative
strongsubj,oppression,negative
strongsubj,oppressive,negative
strongsubj,oppressively,negative
strongsubj,oppressiveness,negative
strongsubj,oppressors,negative
strongsubj,oppressors,negative
strongsubj,optimal,positive
strongsubj,optimism,positive
weaksubj,optimistic,positive
strongsubj,opulent,positive
strongsubj,ordeal,negative
weaksubj,orderly,positive
weaksubj,original,positive
weaksubj,originality,positive
weaksubj,orphan,negative
strongsubj,orthodoxy,neutral
strongsubj,ostracize,negative
strongsubj,ought,neutral
weaksubj,outbreak,negative
strongsubj,outburst,negative
strongsubj,outburst,negative
strongsubj,outbursts,negative
strongsubj,outbursts,negative
strongsubj,outcast,negative
strongsubj,outcry,negative
weaksubj,outdated,negative
strongsubj,outdo,positive
weaksubj,outgoing,positive
strongsubj,outlaw,negative
weaksubj,outlook,neutral
weaksubj,outlook,neutral
weaksubj,outmoded,negative
strongsubj,outrage,negative
strongsubj,outrage,negative
strongsubj,outraged,negative
strongsubj,outrageous,negative
strongsubj,outrageous,negative
strongsubj,outrageously,negative
strongsubj,outrageousness,negative
strongsubj,outrages,negative
strongsubj,outright,neutral
strongsubj,outshine,positive
weaksubj,outsider,negative
strongsubj,outsmart,positive
weaksubj,outspoken,neutral
weaksubj,outspoken,neutral
strongsubj,outstanding,positive
strongsubj,outstandingly,positive
strongsubj,outstrip,positive
strongsubj,outwit,positive
strongsubj,ovation,positive
strongsubj,ovation,positive
strongsubj,over-acted,negative
weaksubj,over-valuation,negative
weaksubj,over-valuation,negative
strongsubj,overachiever,positive
strongsubj,overact,negative
strongsubj,overact,negative
strongsubj,overacted,negative
weaksubj,overawe,negative
weaksubj,overbalance,negative
weaksubj,overbalanced,negative
strongsubj,overbearing,negative
strongsubj,overbearingly,negative
strongsubj,overblown,negative
strongsubj,overcome,negative
strongsubj,overdo,negative
strongsubj,overdone,negative
strongsubj,overdue,negative
strongsubj,overemphasize,negative
strongsubj,overjoyed,positive
strongsubj,overkill,negative
strongsubj,overlook,negative
strongsubj,overplay,negative
weaksubj,overpower,negative
weaksubj,overreach,negative
weaksubj,overrun,negative
weaksubj,overshadow,negative
weaksubj,oversight,negative
weaksubj,oversimplification,negative
weaksubj,oversimplified,negative
weaksubj,oversimplify,negative
weaksubj,oversized,negative
strongsubj,overstate,negative
strongsubj,overstatement,negative
strongsubj,overstatement,negative
strongsubj,overstatements,negative
weaksubj,overt,neutral
weaksubj,overtaxed,negative
weaksubj,overthrow,negative
weaksubj,overturn,negative
strongsubj,overture,positive
strongsubj,overture,positive
weaksubj,overtures,neutral
weaksubj,overtures,neutral
weaksubj,overwhelm,negative
strongsubj,overwhelming,negative
strongsubj,overwhelmingly,negative
strongsubj,overworked,negative
strongsubj,overzealous,negative
strongsubj,overzealously,negative
strongsubj,pacifist,positive
strongsubj,pacifists,positive
strongsubj,pacifists,positive
weaksubj,pacify,neutral
strongsubj,pain,negative
strongsubj,pain,negative
weaksubj,pain,negative
weaksubj,painful,negative
weaksubj,painfully,negative
weaksubj,painless,positive
weaksubj,painlessly,positive
strongsubj,pains,negative
strongsubj,pains,negative
strongsubj,painstaking,positive
strongsubj,painstakingly,positive
strongsubj,palatable,positive
strongsubj,palatial,positive
weaksubj,pale,negative
weaksubj,pale,negative
strongsubj,palliate,positive
strongsubj,paltry,negative
weaksubj,pamper,positive
weaksubj,pan,negative
strongsubj,pandemonium,negative
strongsubj,panic,negative
strongsubj,panic,negative
strongsubj,panicky,negative
strongsubj,paradise,positive
strongsubj,paradoxical,negative
strongsubj,paradoxically,negative
weaksubj,paralize,negative
weaksubj,paralyzed,negative
strongsubj,paramount,positive
strongsubj,paranoia,negative
strongsubj,paranoid,negative
weaksubj,parasite,negative
strongsubj,pardon,positive
strongsubj,pariah,negative
strongsubj,parody,negative
strongsubj,partiality,negative
strongsubj,partiality,negative
weaksubj,particular,neutral
weaksubj,particularly,neutral
strongsubj,partisan,negative
strongsubj,partisan,negative
strongsubj,partisans,negative
strongsubj,partisans,negative
strongsubj,passe,negative
strongsubj,passion,positive
strongsubj,passionate,positive
strongsubj,passionately,positive
weaksubj,passive,negative
strongsubj,passive,negative
strongsubj,passiveness,negative
strongsubj,passiveness,negative
strongsubj,pathetic,negative
strongsubj,pathetically,negative
strongsubj,patience,positive
weaksubj,patient,positive
weaksubj,patient,positive
weaksubj,patient,positive
strongsubj,patiently,positive
strongsubj,patriot,positive
strongsubj,patriotic,positive
strongsubj,patronize,negative
strongsubj,paucity,negative
strongsubj,paucity,negative
strongsubj,pauper,negative
strongsubj,paupers,negative
strongsubj,paupers,negative
strongsubj,payback,negative
strongsubj,payback,negative
weaksubj,peace,positive
weaksubj,peace,positive
strongsubj,peaceable,positive
weaksubj,peaceful,positive
weaksubj,peaceful,positive
weaksubj,peacefully,positive
weaksubj,peacekeepers,positive
weaksubj,peacekeepers,positive
strongsubj,peculiar,negative
strongsubj,peculiarly,negative
strongsubj,pedantic,negative
weaksubj,pedestrian,negative
strongsubj,peerless,positive
strongsubj,peeve,negative
strongsubj,peeved,negative
strongsubj,peevish,negative
strongsubj,peevishly,negative
strongsubj,penalize,negative
weaksubj,penalty,negative
weaksubj,penalty,negative
strongsubj,penetrating,positive
strongsubj,penitent,positive
strongsubj,perceptions,neutral
strongsubj,perceptions,neutral
strongsubj,perceptive,positive
strongsubj,perfect,positive
strongsubj,perfect,positive
strongsubj,perfect,positive
strongsubj,perfection,positive
strongsubj,perfectly,positive
strongsubj,perfidious,negative
strongsubj,perfidity,negative
strongsubj,perfunctory,negative
strongsubj,perfunctory,negative
strongsubj,perhaps,neutral
strongsubj,peril,negative
weaksubj,perilous,negative
weaksubj,perilously,negative
weaksubj,peripheral,negative
strongsubj,perish,negative
weaksubj,permissible,positive
strongsubj,pernicious,negative
strongsubj,perplex,negative
strongsubj,perplexed,negative
strongsubj,perplexing,negative
strongsubj,perplexity,negative
strongsubj,persecute,negative
strongsubj,persecution,negative
strongsubj,persecution,negative
strongsubj,perseverance,positive
strongsubj,persevere,positive
weaksubj,persistence,neutral
weaksubj,persistence,neutral
weaksubj,persistent,positive
weaksubj,persistent,positive
weaksubj,personages,positive
weaksubj,personages,positive
strongsubj,personality,positive
strongsubj,personality,positive
weaksubj,perspective,neutral
weaksubj,perspective,neutral
strongsubj,perspicuous,positive
strongsubj,perspicuously,positive
strongsubj,persuade,positive
strongsubj,persuasive,positive
strongsubj,persuasive,positive
strongsubj,persuasively,positive
strongsubj,pertinacious,negative
strongsubj,pertinaciously,negative
strongsubj,pertinacity,negative
weaksubj,pertinent,positive
strongsubj,perturb,negative
strongsubj,perturbed,negative
strongsubj,pervasive,
strongsubj,pervasive,
strongsubj,perverse,negative
strongsubj,perversely,negative
strongsubj,perversion,negative
strongsubj,perversity,negative
strongsubj,pervert,negative
strongsubj,perverted,negative
strongsubj,pessimism,negative
strongsubj,pessimistic,negative
strongsubj,pessimistically,negative
strongsubj,pest,negative
strongsubj,pestilent,negative
strongsubj,petrify,negative
strongsubj,petrified,negative
strongsubj,pettifog,negative
strongsubj,petty,negative
strongsubj,phenomenal,positive
strongsubj,phenomenally,positive
strongsubj,philosophize,neutral
strongsubj,phobia,negative
strongsubj,phobic,negative
strongsubj,phony,negative
strongsubj,picky,negative
strongsubj,picturesque,positive
weaksubj,piety,positive
strongsubj,pillage,negative
strongsubj,pillar,positive
strongsubj,pillar,positive
strongsubj,pillory,negative
weaksubj,pinch,negative
weaksubj,pinch,negative
strongsubj,pine,negative
strongsubj,pinnacle,positive
strongsubj,pious,positive
weaksubj,pique,negative
strongsubj,pithy,positive
strongsubj,pithy,positive
strongsubj,pitiable,negative
strongsubj,pitiful,negative
strongsubj,pitifully,negative
strongsubj,pitiless,negative
strongsubj,pitilessly,negative
strongsubj,pittance,negative
strongsubj,pity,negative
strongsubj,pity,negative
weaksubj,pivotal,neutral
strongsubj,placate,positive
weaksubj,placid,positive
strongsubj,plagiarize,negative
strongsubj,plague,negative
strongsubj,plague,negative
weaksubj,plague,negative
weaksubj,plain,positive
strongsubj,plainly,positive
strongsubj,plausibility,positive
strongsubj,plausible,positive
weaksubj,player,neutral
weaksubj,player,neutral
strongsubj,playful,positive
strongsubj,playfully,positive
strongsubj,plaything,negative
strongsubj,plaything,negative
strongsubj,plead,both
strongsubj,pleading,both
strongsubj,pleadingly,both
weaksubj,plea,negative
strongsubj,pleas,negative
strongsubj,pleas,negative
weaksubj,pleasant,positive
weaksubj,pleasantly,positive
strongsubj,please,positive
strongsubj,pleased,positive
strongsubj,pleasing,positive
strongsubj,pleasingly,positive
strongsubj,pleasurable,positive
strongsubj,pleasurably,positive
strongsubj,pleasure,positive
strongsubj,pleasure,positive
strongsubj,plebeian,negative
strongsubj,pledge,positive
strongsubj,pledge,positive
strongsubj,pledges,positive
strongsubj,pledges,positive
weaksubj,plenary,neutral
weaksubj,plentiful,positive
strongsubj,plenty,positive
strongsubj,plight,negative
strongsubj,plot,negative
strongsubj,plotters,negative
strongsubj,plotters,negative
strongsubj,ploy,negative
strongsubj,ploy,negative
strongsubj,plunder,negative
strongsubj,plunderer,negative
strongsubj,plush,positive
strongsubj,poetic,positive
strongsubj,poeticize,positive
strongsubj,poignant,positive
weaksubj,point,neutral
weaksubj,point,neutral
weaksubj,pointless,negative
weaksubj,pointlessly,negative
strongsubj,poise,positive
strongsubj,poised,positive
strongsubj,poison,negative
strongsubj,poison,negative
weaksubj,poisonous,negative
weaksubj,poisonously,negative
strongsubj,polarisation,negative
strongsubj,polarisation,negative
strongsubj,polemize,negative
weaksubj,polished,positive
weaksubj,polite,positive
weaksubj,politeness,positive
weaksubj,pollute,negative
strongsubj,polluter,negative
strongsubj,polluter,negative
strongsubj,polluters,negative
strongsubj,polluters,negative
weaksubj,polution,negative
strongsubj,pompous,negative
strongsubj,ponder,neutral
weaksubj,poor,negative
strongsubj,poorly,negative
weaksubj,popular,positive
weaksubj,popular,positive
weaksubj,popularity,positive
weaksubj,popularity,positive
weaksubj,portable,positive
strongsubj,posh,positive
weaksubj,position,neutral
weaksubj,position,neutral
weaksubj,positive,positive
strongsubj,positiveness,positive
strongsubj,positively,positive
weaksubj,possibility,neutral
weaksubj,possibility,neutral
weaksubj,possible,neutral
weaksubj,possibly,neutral
weaksubj,posterity,positive
weaksubj,posture,neutral
weaksubj,posture,neutral
strongsubj,posturing,negative
strongsubj,posturing,negative
strongsubj,potent,positive
weaksubj,potential,positive
weaksubj,potential,positive
strongsubj,pout,negative
strongsubj,poverty,negative
weaksubj,power,neutral
weaksubj,power,neutral
weaksubj,powerful,positive
weaksubj,powerfully,positive
weaksubj,powerless,negative
weaksubj,practicable,positive
weaksubj,practical,positive
weaksubj,practically,neutral
strongsubj,pragmatic,positive
strongsubj,praise,positive
strongsubj,praise,positive
strongsubj,praiseworthy,positive
strongsubj,praising,positive
strongsubj,praising,positive
strongsubj,prate,negative
strongsubj,pratfall,negative
strongsubj,prattle,negative
strongsubj,pray,neutral
weaksubj,pre-eminent,positive
strongsubj,preach,positive
strongsubj,preaching,positive
strongsubj,preaching,positive
weaksubj,precarious,negative
weaksubj,precariously,negative
strongsubj,precaution,positive
strongsubj,precautions,positive
weaksubj,precedent,positive
strongsubj,precious,positive
strongsubj,precious,neutral
strongsubj,precious,positive
strongsubj,precipitate,negative
strongsubj,precipitous,negative
weaksubj,precise,positive
weaksubj,precisely,positive
weaksubj,precision,positive
weaksubj,predatory,negative
strongsubj,predicament,negative
weaksubj,predictable,neutral
weaksubj,predictablely,neutral
weaksubj,predominant,neutral
weaksubj,preeminent,positive
weaksubj,preemptive,positive
strongsubj,prefer,positive
strongsubj,preferable,positive
strongsubj,preferable,positive
strongsubj,preferably,positive
strongsubj,preference,positive
strongsubj,preferences,positive
strongsubj,preferences,positive
strongsubj,prejudge,negative
strongsubj,prejudice,negative
strongsubj,prejudice,negative
strongsubj,prejudicial,negative
strongsubj,premeditated,negative
weaksubj,premier,positive
weaksubj,premium,positive
weaksubj,preoccupy,negative
weaksubj,prepared,positive
strongsubj,preponderance,positive
strongsubj,preponderance,positive
strongsubj,preposterous,negative
strongsubj,preposterously,negative
weaksubj,press,positive
strongsubj,pressing,negative
strongsubj,pressing,negative
weaksubj,pressure,neutral
weaksubj,pressure,neutral
weaksubj,pressures,neutral
weaksubj,pressures,neutral
strongsubj,prestige,positive
